anio,reg,satisfaccion,anomalia
2023,Islas Baleares,10.0,0
2025,Ciudad Real,5.0,0
2021,Navarra,6.0,0
2023,Álava,2.0,0
2023,Lleida,7.0,0
2021,Guipúzcoa,,0
2022,Santa Cruz de Tenerife,,0
2019,Lugo,,0
2020,León,6.0,0
2020,Toledo,4.0,0
2020,Zaragoza,9.0,0
2024,Jaén,10.0,0
2023,Ciudad Real,3.0,0
2022,Girona,9.0,0
2024,La Rioja,,0
2024,Zaragoza,2.0,0
2024,Jaén,7.0,0
2019,Castellón,1.0,0
2024,Girona,1.0,0
2021,Guipúzcoa,1.0,0
2023,Valladolid,6.0,0
2025,Alicante,2.0,1
2026,Valladolid,10.0,0
2022,Zamora,1.0,0
2021,Ceuta,10.0,0
2026,Córdoba,10.0,0
2025,Álava,8.0,0
2024,Alicante,2.0,0
2024,Teruel,3.0,0
2025,Palencia,3.0,0
2020,Guadalajara,6.0,0
2023,Tarragona,4.0,0
2024,La Rioja,8.0,0
2020,Albacete,2.0,0
2023,Sevilla,,0
2026,Cantabria,,0
2019,Lleida,2.0,0
2022,Vizcaya,7.0,0
2023,Orense,1.0,0
2023,Soria,,0
2025,Cáceres,6.0,0
2019,Huesca,5.0,0
2025,Córdoba,5.0,0
2020,Cáceres,7.0,0
2021,Álava,9.0,0
2025,Huelva,9.0,0
2024,Guipúzcoa,2.0,0
2022,Córdoba,2.0,0
2024,Ávila,4.0,0
2021,Alicante,,0
2019,Salamanca,1.0,0
2026,Madrid,10.0,0
2025,Castellón,10.0,0
2026,Soria,5.0,0
2024,Álava,3.0,0
2023,Santa Cruz de Tenerife,4.0,0
2022,Ciudad Real,,0
2020,Santa Cruz de Tenerife,8.0,0
2022,Lleida,7.0,0
2019,Lugo,5.0,0
2023,Palencia,5.0,0
2021,Madrid,10.0,0
2019,Jaén,2.0,0
2023,Palencia,9.0,0
2021,Ceuta,4.0,0
2024,Girona,7.0,0
2024,León,8.0,0
2022,Orense,8.0,0
2021,Vizcaya,,0
2024,Segovia,7.0,0
2021,Islas Baleares,3.0,0
2024,Huelva,7.0,0
2021,Lleida,4.0,0
2024,Salamanca,10.0,0
2020,Islas Baleares,2.0,0
2023,Álava,2.0,0
2022,Toledo,,0
2026,Pontevedra,,0
2019,Segovia,,0
2020,Málaga,5.0,0
2019,Las Palmas,9.0,0
2020,Barcelona,9.0,0
2025,Huelva,10.0,0
2021,Valencia,,0
2021,Navarra,3.0,0
2019,Sevilla,1.0,0
2024,Lleida,8.0,0
2022,Zaragoza,5.0,0
2023,Lugo,3.0,0
2022,La Rioja,4.0,0
2022,Toledo,,0
2026,Granada,9.0,0
2024,Asturias,10.0,0
2019,Zamora,7.0,0
2021,Barcelona,,0
2022,Zaragoza,2.0,0
2025,Granada,,0
2025,Badajoz,4.0,0
2024,Lleida,5.0,0
2019,Salamanca,5.0,0
2024,Lleida,,0
2023,Soria,1.0,0
2026,Sevilla,1.0,0
2021,Ceuta,5.0,0
2020,Zaragoza,10.0,0
2021,La Rioja,7.0,0
2024,Cádiz,,0
2024,Castellón,7.0,0
2020,Girona,6.0,0
2023,Albacete,4.0,0
2021,Madrid,10.0,0
2021,Melilla,4.0,0
2023,Ceuta,9.0,0
2025,Santa Cruz de Tenerife,1.0,0
2023,Lleida,3.0,0
2022,Valencia,4.0,0
2022,Las Palmas,1.0,0
2019,Navarra,10.0,0
2021,Huesca,7.0,0
2023,Islas Baleares,3.0,0
2021,Lleida,,0
2025,Álava,10.0,0
2019,Orense,3.0,0
2025,Murcia,9.0,0
2020,Salamanca,,0
2025,Ceuta,,0
2020,Islas Baleares,,0
2026,Guadalajara,5.0,0
2023,Málaga,7.0,0
2022,Vizcaya,1.0,0
2023,Vizcaya,1.0,0
2020,Valencia,10.0,0
2023,Santa Cruz de Tenerife,6.0,0
2023,Tarragona,5.0,0
2026,La Coruña,1.0,0
2023,Asturias,8.0,0
2025,Guadalajara,2.0,0
2021,Madrid,7.0,0
2019,Lleida,6.0,0
2019,Castellón,,0
2019,Valladolid,,0
2024,Barcelona,10.0,0
2022,Álava,,0
2025,Orense,7.0,0
2025,Segovia,3.0,0
2023,La Coruña,7.0,0
2020,La Rioja,7.0,0
2024,Huelva,4.0,0
2025,Jaén,,0
2026,Almería,3.0,0
2024,La Coruña,7.0,0
2021,Zamora,10.0,0
2026,Almería,6.0,0
2020,Huelva,5.0,0
2025,Segovia,8.0,0
2022,Zamora,8.0,0
2019,Albacete,2.0,0
2019,Cáceres,2.0,0
2024,Castellón,3.0,0
2021,Granada,3.0,0
2025,La Coruña,6.0,0
2024,Valladolid,5.0,0
2024,Melilla,,0
2025,Vizcaya,,0
2024,Castellón,2.0,0
2021,Sevilla,8.0,0
2021,Lleida,,0
2021,Castellón,,0
2025,León,5.0,0
2020,Segovia,,0
2019,Pontevedra,8.0,0
2022,Salamanca,8.0,0
2023,Las Palmas,3.0,0
2019,Badajoz,,0
2019,Granada,8.0,0
2020,Valencia,,0
2024,Cádiz,2.0,0
2024,Jaén,7.0,0
2022,Palencia,3.0,0
2026,Albacete,3.0,0
2019,Lleida,6.0,0
2019,Islas Baleares,6.0,0
2022,Valladolid,5.0,0
2023,Guadalajara,,0
2020,Zamora,4.0,0
2024,Barcelona,3.0,0
2023,Huelva,10.0,0
2024,Cáceres,4.0,0
2023,Málaga,7.0,0
2025,Córdoba,,0
2021,Cáceres,7.0,0
2022,Palencia,4.0,0
2024,Murcia,,0
2026,Cádiz,6.0,0
2023,Soria,,0
2020,Lleida,1.0,0
2021,Ciudad Real,7.0,0
2024,Guadalajara,,0
2019,La Coruña,4.0,0
2023,Zaragoza,,0
2021,Ávila,5.0,0
2025,Asturias,,0
2024,Asturias,5.0,0
2022,Soria,8.0,0
2019,Santa Cruz de Tenerife,6.0,0
2025,Cantabria,5.0,0
2024,Burgos,9.0,0
2020,Huesca,4.0,0
2023,Navarra,9.0,0
2020,Palencia,6.0,0
2020,Valencia,2.0,0
2022,Sevilla,,0
2021,León,5.0,0
2023,Sevilla,6.0,0
2024,Islas Baleares,,0
2019,Valladolid,4.0,0
2024,Ciudad Real,10.0,0
2019,Toledo,2.0,0
2024,Guadalajara,2.0,0
2024,Cantabria,,0
2025,Badajoz,10.0,0
2023,Valencia,1.0,0
2025,Islas Baleares,3.0,0
2020,Orense,3.0,0
2020,Vizcaya,,0
2020,Cuenca,8.0,0
2020,Girona,3.0,0
2019,Zamora,7.0,0
2023,Tarragona,4.0,0
2020,Cuenca,1.0,0
2025,Granada,6.0,0
2025,La Coruña,,0
2022,Santa Cruz de Tenerife,10.0,0
2022,Girona,3.0,0
2022,Ciudad Real,,0
2022,Cantabria,5.0,0
2024,Barcelona,,0
2021,Murcia,,0
2024,Burgos,1.0,0
2019,Ceuta,,0
2019,Guadalajara,10.0,0
2021,Huelva,10.0,0
2020,Cuenca,3.0,0
2021,León,2.0,0
2023,Zamora,4.0,0
2024,Segovia,3.0,0
2025,Islas Baleares,4.0,0
2024,Valencia,7.0,0
2023,Córdoba,3.0,0
2025,Ávila,1.0,0
2024,Granada,9.0,0
2020,Cádiz,2.0,0
2020,Palencia,3.0,0
2019,Murcia,,0
2020,Cuenca,3.0,0
2019,Navarra,7.0,0
2024,Cádiz,10.0,0
2022,Albacete,4.0,0
2026,Soria,,0
2023,Jaén,1.0,0
2020,La Coruña,9.0,0
2019,Murcia,,0
2022,Jaén,10.0,0
2025,Salamanca,9.0,0
2025,Valladolid,4.0,0
2023,Álava,7.0,0
2020,Girona,4.0,0
2020,Segovia,9.0,0
2022,Navarra,1.0,0
2022,Salamanca,9.0,0
2021,Murcia,6.0,0
2021,Almería,,0
2019,Málaga,4.0,0
2025,La Coruña,,0
2020,Cáceres,,0
2023,Badajoz,10.0,0
2021,Salamanca,,0
2020,Soria,5.0,0
2022,Guipúzcoa,4.0,0
2022,Alicante,3.0,0
2024,Toledo,7.0,0
2026,Cádiz,,0
2021,Ceuta,7.0,0
2025,Málaga,4.0,0
2024,Zaragoza,6.0,0
2020,Girona,10.0,0
2025,Lugo,,0
2023,Pontevedra,5.0,0
2026,Girona,,0
2024,Melilla,1.0,0
2026,Tarragona,7.0,0
2022,Huesca,,0
2021,León,,0
2022,Cuenca,,0
2020,Ceuta,7.0,0
2025,Asturias,,0
2024,Huesca,7.0,0
2021,Zaragoza,6.0,0
2019,Albacete,1.0,0
2024,Zaragoza,9.0,0
2022,Orense,1.0,0
2020,Asturias,5.0,0
2019,Navarra,,0
2022,Melilla,9.0,0
2019,Guipúzcoa,1.0,0
2020,La Rioja,9.0,0
2021,Toledo,3.0,0
2024,Pontevedra,7.0,0
2023,Las Palmas,2.0,0
2021,Vizcaya,,0
2020,Vizcaya,,0
2020,Las Palmas,3.0,0
2020,Teruel,3.0,0
2022,Almería,1.0,0
2019,Cáceres,1.0,0
2024,Lleida,5.0,0
2021,Málaga,3.0,0
2023,Vizcaya,2.0,0
2022,Pontevedra,,0
2022,Badajoz,5.0,0
2026,Castellón,6.0,0
2021,Toledo,4.0,0
2019,Badajoz,4.0,0
2019,Soria,4.0,0
2020,Orense,4.0,0
2022,Granada,8.0,0
2020,Granada,1.0,0
2021,Tarragona,,0
2021,Toledo,3.0,0
2024,Ciudad Real,,0
2020,Orense,,0
2023,Castellón,8.0,0
2025,Girona,10.0,0
2020,Cuenca,2.0,0
2025,Girona,1.0,0
2021,Cáceres,9.0,0
2022,Albacete,1.0,0
2019,Salamanca,2.0,0
2025,Valladolid,2.0,0
2024,Santa Cruz de Tenerife,5.0,0
2019,Ceuta,9.0,0
2019,La Coruña,9.0,0
2020,Cáceres,6.0,0
2023,Palencia,4.0,0
2025,Zaragoza,,0
2020,Navarra,3.0,0
2024,Navarra,2.0,0
2023,Tarragona,,0
2023,León,5.0,0
2019,Zamora,,0
2023,Tarragona,5.0,0
2024,Palencia,3.0,0
2019,Girona,4.0,0
2022,La Rioja,,0
2024,Cuenca,7.0,0
2021,Ávila,,0
2023,Melilla,7.0,0
2020,Sevilla,10.0,0
2023,Burgos,2.0,0
2026,La Rioja,7.0,0
2020,Huesca,,0
2022,Sevilla,7.0,0
2019,Alicante,6.0,0
2025,Asturias,4.0,0
2022,León,9.0,0
2020,Cuenca,8.0,0
2022,Burgos,6.0,0
2020,Santa Cruz de Tenerife,10.0,0
2022,Salamanca,10.0,0
2023,Zamora,9.0,0
2025,Guadalajara,4.0,0
2021,Guadalajara,1.0,0
2019,Zamora,,0
2025,Jaén,9.0,0
2022,Toledo,3.0,0
2023,La Coruña,4.0,0
2024,Zaragoza,2.0,0
2021,Ceuta,1.0,0
2020,León,2.0,0
2023,Huesca,1.0,0
2022,Almería,9.0,0
2025,Córdoba,8.0,0
2022,Valladolid,6.0,0
2020,Toledo,9.0,0
2021,Ávila,3.0,0
2023,Ciudad Real,1.0,0
2021,Lugo,7.0,0
2021,Girona,3.0,0
2022,Cuenca,7.0,0
2020,Murcia,,0
2020,Navarra,8.0,0
2025,Santa Cruz de Tenerife,,0
2022,Vizcaya,7.0,0
2020,Cuenca,1.0,0
2019,Cantabria,2.0,0
2023,La Rioja,3.0,0
2025,Alicante,9.0,0
2025,Melilla,9.0,0
2025,Huesca,9.0,0
2019,La Rioja,,0
2026,Zaragoza,8.0,0
2024,Pontevedra,3.0,0
2020,Orense,3.0,0
2021,Jaén,8.0,0
2019,Girona,,0
2024,Guadalajara,10.0,0
2023,La Rioja,6.0,0
2022,Cádiz,4.0,0
2025,Valencia,,0
2024,Segovia,4.0,0
2022,Cádiz,6.0,0
2022,Ávila,,0
2021,Ciudad Real,,0
2024,Toledo,,0
2024,Palencia,1.0,0
2020,Palencia,10.0,0
2024,Valencia,5.0,0
2022,Guadalajara,10.0,0
2019,Alicante,4.0,0
2021,Melilla,6.0,0
2019,Guadalajara,7.0,0
2025,León,3.0,0
2020,Navarra,2.0,0
2021,Álava,,0
2020,Valencia,8.0,0
2019,Huelva,8.0,0
2020,Santa Cruz de Tenerife,2.0,0
2025,Asturias,4.0,0
2026,Pontevedra,7.0,0
2026,Cuenca,4.0,0
2025,Barcelona,7.0,0
2019,Segovia,10.0,0
2021,Cuenca,4.0,0
2022,Burgos,3.0,0
2019,Navarra,6.0,0
2023,Melilla,5.0,0
2023,Lleida,2.0,0
2020,Castellón,,0
2021,Málaga,,0
2020,Las Palmas,,0
2020,Cantabria,8.0,0
2022,Alicante,6.0,0
2019,Zaragoza,,0
2019,Huelva,3.0,0
2025,Melilla,3.0,0
2025,Barcelona,6.0,0
2025,Girona,3.0,0
2024,Madrid,3.0,0
2019,Las Palmas,9.0,0
2020,Soria,,0
2019,Lleida,6.0,0
2022,Girona,5.0,0
2019,Melilla,,0
2023,Málaga,,0
2020,Valladolid,4.0,0
2023,Huesca,9.0,0
2024,Albacete,,0
2024,Girona,,0
2021,Girona,2.0,0
2019,Alicante,2.0,0
2022,Málaga,,0
2021,Toledo,2.0,0
2020,Melilla,7.0,0
2024,Salamanca,9.0,0
2020,Guadalajara,4.0,0
2020,Tarragona,10.0,0
2019,Burgos,,0
2025,Tarragona,9.0,0
2019,Pontevedra,,0
2019,Guipúzcoa,6.0,0
2021,Almería,,0
2024,Guipúzcoa,9.0,0
2025,Murcia,8.0,0
2019,Girona,,0
2024,Palencia,8.0,0
2026,Las Palmas,4.0,0
2025,Cáceres,,0
2023,Santa Cruz de Tenerife,1.0,0
2025,Córdoba,7.0,0
2024,Ávila,2.0,0
2021,Córdoba,6.0,0
2021,La Rioja,5.0,0
2024,Huelva,10.0,0
2019,Burgos,9.0,0
2025,Badajoz,9.0,0
2020,La Coruña,9.0,0
2021,Guipúzcoa,6.0,0
2019,Teruel,4.0,0
2023,León,9.0,0
2021,Burgos,6.0,0
2023,Soria,10.0,0
2019,Segovia,6.0,0
2021,Málaga,10.0,0
2022,Albacete,6.0,0
2023,Huesca,6.0,0
2022,Cádiz,,0
2024,La Rioja,,0
2019,Girona,1.0,0
2025,Madrid,,0
2025,Lleida,7.0,0
2020,Vizcaya,10.0,0
2024,Cádiz,,0
2025,Almería,6.0,0
2024,Burgos,9.0,0
2024,Cuenca,,0
2025,Soria,4.0,0
2021,Huelva,6.0,0
2022,Murcia,5.0,0
2019,Tarragona,9.0,0
2024,Lleida,10.0,0
2025,Pontevedra,3.0,0
2025,Lleida,3.0,0
2021,Valencia,,0
2025,Pontevedra,9.0,0
2023,Valencia,,0
2019,Toledo,1.0,0
2024,Santa Cruz de Tenerife,2.0,0
2021,Salamanca,9.0,0
2021,Alicante,7.0,0
2019,Lleida,1.0,0
2023,La Rioja,4.0,0
2019,Granada,6.0,0
2021,Cáceres,7.0,0
2025,Palencia,8.0,0
2019,Cantabria,7.0,0
2025,Toledo,3.0,0
2022,Asturias,2.0,0
2024,Guadalajara,2.0,0
2026,La Rioja,,0
2024,Valladolid,,0
2022,León,,0
2023,Asturias,1.0,0
2021,Cádiz,,0
2026,Cuenca,,0
2025,Palencia,1.0,0
2024,Vizcaya,8.0,0
2025,Melilla,1.0,0
2021,Córdoba,10.0,0
2021,Madrid,9.0,0
2024,Zaragoza,3.0,0
2025,Guadalajara,4.0,0
2020,Alicante,4.0,0
2021,Melilla,3.0,0
2022,Valencia,6.0,0
2023,Santa Cruz de Tenerife,6.0,0
2024,Badajoz,7.0,0
2019,Teruel,,0
2025,Teruel,3.0,0
2022,Ávila,3.0,0
2022,Lleida,,0
2021,Valencia,2.0,0
2023,Ciudad Real,1.0,0
2023,Sevilla,10.0,0
2025,Teruel,2.0,0
2023,León,8.0,0
2019,Valencia,5.0,0
2023,La Coruña,,0
2022,Girona,8.0,0
2021,Córdoba,2.0,0
2019,Cuenca,9.0,0
2019,Córdoba,6.0,0
2024,Ávila,5.0,0
2019,Melilla,9.0,0
2021,Álava,3.0,0
2025,Badajoz,9.0,0
2024,León,9.0,0
2025,Cádiz,1.0,0
2022,Girona,10.0,0
2024,Almería,,0
2020,Guadalajara,3.0,0
2019,Valladolid,,0
2023,Vizcaya,1.0,0
2020,Islas Baleares,4.0,0
2020,La Rioja,10.0,0
2023,Segovia,3.0,0
2020,Alicante,1.0,0
2025,Cáceres,1.0,0
2023,Lugo,3.0,0
2024,Guadalajara,7.0,0
2021,Islas Baleares,8.0,0
2020,Guadalajara,3.0,0
2022,Girona,10.0,0
2025,Santa Cruz de Tenerife,5.0,0
2025,Cantabria,4.0,0
2021,Girona,5.0,0
2024,La Rioja,4.0,0
2025,Zaragoza,5.0,0
2020,Pontevedra,6.0,0
2023,La Rioja,,0
2019,Barcelona,,0
2019,Santa Cruz de Tenerife,4.0,0
2019,Córdoba,2.0,0
2024,Valladolid,3.0,0
2026,Girona,,0
2020,Córdoba,,0
2022,Granada,8.0,0
2019,Alicante,3.0,0
2019,Barcelona,10.0,0
2020,Málaga,,0
2022,Valladolid,8.0,0
2022,Teruel,,0
2023,Álava,4.0,0
2021,Islas Baleares,,0
2024,Zamora,,0
2020,Córdoba,7.0,0
2021,Zamora,4.0,0
2020,Badajoz,10.0,0
2026,La Coruña,1.0,0
2021,Orense,8.0,0
2021,Guipúzcoa,,0
2019,Murcia,8.0,0
2023,Alicante,3.0,0
2019,Asturias,10.0,0
2020,Málaga,1.0,0
2019,Asturias,2.0,0
2019,La Rioja,7.0,0
2024,Madrid,3.0,0
2026,Navarra,4.0,0
2025,Zaragoza,,0
2025,Cádiz,1.0,0
2024,Melilla,1.0,0
2025,Zamora,8.0,0
2022,León,,0
2022,Vizcaya,3.0,0
2023,Burgos,6.0,0
2019,Cádiz,4.0,0
2022,Las Palmas,5.0,0
2022,Ceuta,10.0,0
2025,Córdoba,,0
2026,Murcia,4.0,0
2024,Zamora,2.0,0
2019,Castellón,10.0,0
2020,Pontevedra,3.0,0
2021,Burgos,7.0,0
2024,Teruel,2.0,0
2025,Guipúzcoa,4.0,0
2021,Lleida,,0
2022,Soria,8.0,0
2023,Huelva,10.0,0
2020,Girona,6.0,0
2021,Segovia,8.0,0
2020,Ceuta,,0
2025,Córdoba,2.0,0
2020,Girona,6.0,0
2022,Ciudad Real,10.0,0
2021,Valencia,8.0,0
2025,Tarragona,1.0,0
2023,Soria,10.0,0
2025,Orense,,0
2026,Huelva,9.0,0
2021,Lleida,,0
2019,Toledo,2.0,0
2019,Córdoba,10.0,0
2022,Badajoz,7.0,0
2021,Girona,,0
2022,Toledo,8.0,0
2019,Álava,1.0,0
2025,Castellón,3.0,0
2026,Córdoba,8.0,0
2020,Ávila,,0
2020,Salamanca,7.0,0
2020,La Rioja,3.0,0
2020,Huesca,,0
2022,Soria,4.0,0
2020,Lleida,9.0,0
2020,Málaga,,0
2024,Guipúzcoa,,0
2025,Lleida,7.0,0
2022,León,2.0,0
2023,Guipúzcoa,,0
2021,Zaragoza,8.0,0
2023,Barcelona,7.0,0
2020,Orense,2.0,0
2026,Navarra,9.0,0
2023,Toledo,4.0,0
2020,Santa Cruz de Tenerife,2.0,0
2025,León,4.0,0
2024,Badajoz,10.0,0
2019,La Rioja,,0
2026,Badajoz,8.0,0
2023,Salamanca,9.0,0
2022,Toledo,7.0,0
2020,Guipúzcoa,5.0,0
2026,Santa Cruz de Tenerife,3.0,0
2023,Segovia,9.0,0
2024,Girona,,0
2025,Lleida,10.0,0
2024,Albacete,,0
2026,Cádiz,,0
2025,Lleida,,0
2025,Santa Cruz de Tenerife,5.0,0
2020,Ceuta,,0
2022,Islas Baleares,2.0,0
2025,León,8.0,0
2019,Albacete,2.0,0
2022,Alicante,7.0,0
2023,Ceuta,10.0,0
2024,Girona,,0
2026,Guipúzcoa,6.0,0
2021,Orense,2.0,0
2022,Almería,,0
2020,Sevilla,5.0,0
2025,Palencia,5.0,0
2022,Huelva,,0
2022,Girona,4.0,0
2026,Navarra,,0
2025,Ciudad Real,9.0,0
2021,Toledo,3.0,0
2019,Madrid,9.0,0
2022,Las Palmas,8.0,0
2024,León,7.0,0
2024,Salamanca,7.0,0
2025,Huesca,1.0,0
2020,Orense,,0
2025,La Coruña,10.0,0
2025,Huesca,2.0,0
2019,Lugo,4.0,0
2024,Navarra,5.0,0
2021,Navarra,1.0,0
2024,Pontevedra,2.0,0
2022,Lleida,1.0,0
2020,Ávila,8.0,0
2019,Vizcaya,10.0,0
2021,Islas Baleares,,0
2024,Guadalajara,8.0,0
2019,Burgos,9.0,0
2023,Almería,7.0,0
2026,Huesca,10.0,0
2022,Teruel,8.0,0
2024,La Coruña,5.0,0
2019,Asturias,8.0,0
2022,Las Palmas,1.0,0
2025,Cáceres,9.0,0
2021,Córdoba,10.0,0
2023,Santa Cruz de Tenerife,,0
2022,Girona,8.0,0
2024,León,5.0,0
2019,Asturias,6.0,0
2021,Lleida,1.0,0
2025,Las Palmas,,0
2021,Córdoba,6.0,0
2020,Almería,,0
2022,Segovia,,0
2020,Valladolid,10.0,0
2021,Ceuta,,0
2026,Lleida,9.0,0
2023,La Rioja,3.0,0
2019,Asturias,10.0,0
2022,Badajoz,10.0,0
2019,Zamora,,0
2025,Soria,,0
2021,Málaga,2.0,0
2019,Cáceres,3.0,0
2020,Ciudad Real,1.0,0
2022,Ciudad Real,4.0,0
2024,Valladolid,6.0,0
2022,Pontevedra,2.0,0
2023,Las Palmas,9.0,0
2020,Navarra,9.0,0
2023,Segovia,1.0,0
2024,Lleida,5.0,0
2022,Pontevedra,3.0,0
2019,Teruel,1.0,0
2021,La Coruña,10.0,0
2019,Melilla,2.0,0
2026,Lugo,9.0,0
2022,La Coruña,,0
2025,Valladolid,9.0,0
2022,Cáceres,,0
2019,Granada,7.0,0
2025,León,,0
2021,Toledo,10.0,0
2022,Islas Baleares,3.0,0
2023,Lugo,,0
2025,Asturias,5.0,0
2023,Córdoba,1.0,0
2025,Valladolid,7.0,0
2020,Álava,4.0,0
2021,Cantabria,5.0,0
2019,Málaga,5.0,0
2025,Cádiz,3.0,0
2019,Toledo,2.0,0
2025,Girona,2.0,0
2025,Badajoz,5.0,0
2020,Almería,2.0,0
2022,Cádiz,1.0,0
2022,Málaga,,0
2021,Teruel,2.0,0
2022,Islas Baleares,,0
2023,Melilla,,0
2022,Valencia,1.0,0
2021,Santa Cruz de Tenerife,1.0,0
2021,Zamora,9.0,0
2020,Zamora,,0
2026,Asturias,9.0,0
2020,Navarra,10.0,0
2021,Palencia,3.0,0
2021,Orense,1.0,0
2023,Álava,9.0,0
2020,Ciudad Real,2.0,0
2019,Girona,8.0,0
2022,Pontevedra,2.0,0
2022,Ciudad Real,9.0,0
2020,Segovia,5.0,0
2021,Santa Cruz de Tenerife,1.0,0
2023,La Coruña,10.0,0
2021,Santa Cruz de Tenerife,3.0,0
2025,Huesca,2.0,0
2024,Zamora,5.0,0
2026,Albacete,6.0,0
2023,Lleida,9.0,0
2023,Soria,8.0,0
2021,Lleida,3.0,0
2020,Teruel,,0
2022,Álava,,0
2021,Las Palmas,,0
2023,Melilla,10.0,0
2020,Girona,10.0,0
2024,Girona,6.0,0
2026,Murcia,3.0,0
2019,Madrid,4.0,0
2020,Lleida,2.0,0
2020,Segovia,9.0,0
2025,Salamanca,3.0,0
2021,Granada,1.0,0
2024,Castellón,1.0,0
2021,Girona,2.0,0
2023,Palencia,1.0,0
2022,Santa Cruz de Tenerife,10.0,0
2024,Pontevedra,1.0,0
2025,Lleida,3.0,0
2022,Vizcaya,9.0,0
2023,Zamora,,0
2020,Jaén,,0
2025,Cuenca,4.0,0
2019,Girona,4.0,0
2022,Murcia,,0
2021,Salamanca,1.0,0
2025,Zamora,1.0,0
2022,Almería,7.0,0
2024,Asturias,5.0,0
2025,Salamanca,4.0,0
2023,Madrid,7.0,0
2020,Melilla,3.0,0
2024,Cádiz,6.0,0
2022,Badajoz,1.0,0
2023,Santa Cruz de Tenerife,3.0,0
2024,Toledo,1.0,0
2025,La Coruña,10.0,0
2025,Cádiz,7.0,0
2024,Lleida,8.0,0
2020,Salamanca,6.0,0
2019,Islas Baleares,,0
2026,Palencia,3.0,0
2020,Pontevedra,10.0,0
2023,Las Palmas,6.0,0
2019,Lleida,10.0,0
2019,Segovia,8.0,0
2025,Las Palmas,1.0,0
2022,Madrid,9.0,0
2022,Cantabria,,0
2026,Ceuta,10.0,0
2020,La Coruña,,0
2024,Jaén,4.0,0
2025,León,2.0,0
2023,Castellón,,0
2025,Asturias,7.0,0
2021,Cádiz,4.0,0
2020,Castellón,1.0,0
2021,Ávila,10.0,0
2019,Almería,5.0,0
2024,Valladolid,6.0,0
2021,La Rioja,2.0,0
2024,Pontevedra,1.0,0
2026,Zamora,4.0,0
2023,Albacete,1.0,0
2024,Las Palmas,10.0,0
2024,Teruel,10.0,0
2022,Melilla,3.0,0
2024,Zamora,8.0,0
2023,Zamora,10.0,0
2024,Las Palmas,8.0,0
2019,Salamanca,10.0,0
2021,Santa Cruz de Tenerife,10.0,0
2023,Segovia,,0
2025,Tarragona,2.0,0
2025,Sevilla,6.0,0
2024,Zaragoza,4.0,0
2019,Sevilla,4.0,0
2026,Navarra,5.0,0
2024,Cáceres,8.0,0
2019,Teruel,3.0,0
2023,Burgos,,0
2020,Ciudad Real,3.0,0
2022,Melilla,6.0,0
2025,Cuenca,10.0,0
2019,Burgos,5.0,0
2022,Toledo,4.0,0
2022,Málaga,7.0,0
2021,Melilla,7.0,0
2019,Girona,3.0,0
2023,Álava,,0
2025,Salamanca,9.0,0
2022,Lleida,,0
2021,Santa Cruz de Tenerife,9.0,0
2025,Álava,,0
2024,Ceuta,10.0,0
2022,Málaga,1.0,0
2025,Cádiz,3.0,0
2021,Málaga,2.0,0
2021,Santa Cruz de Tenerife,1.0,0
2026,Las Palmas,6.0,0
2020,Málaga,2.0,0
2024,Málaga,,0
2022,Zamora,10.0,0
2025,Lugo,5.0,0
2022,Zaragoza,,0
2024,Álava,,0
2019,Ávila,10.0,0
2022,Santa Cruz de Tenerife,6.0,0
2019,Valencia,2.0,0
2019,Salamanca,5.0,0
2022,Cáceres,,0
2023,Cuenca,5.0,0
2019,Santa Cruz de Tenerife,7.0,0
2021,Castellón,5.0,0
2019,Palencia,,0
2020,Teruel,,0
2022,Cuenca,7.0,0
2024,Madrid,6.0,0
2022,Sevilla,5.0,0
2019,Melilla,3.0,0
2025,Vizcaya,3.0,0
2025,Almería,7.0,0
2023,Soria,10.0,0
2020,Cádiz,,0
2025,Zamora,6.0,0
2020,León,8.0,0
2022,Huelva,5.0,0
2021,Barcelona,5.0,0
2022,Ceuta,8.0,0
2023,Melilla,1.0,0
2022,Burgos,6.0,0
2023,Ávila,1.0,0
2023,Asturias,8.0,0
2019,Badajoz,,0
2020,Salamanca,2.0,0
2021,Lugo,8.0,0
2021,Orense,2.0,0
2020,Castellón,3.0,0
2023,Huelva,8.0,0
2025,Segovia,3.0,0
2021,Asturias,3.0,0
2022,Santa Cruz de Tenerife,8.0,0
2022,Burgos,10.0,0
2025,Álava,3.0,0
2023,Ciudad Real,9.0,0
2019,Melilla,1.0,0
2019,Burgos,5.0,0
2020,Madrid,7.0,0
2025,Cuenca,6.0,0
2023,Lleida,10.0,0
2024,Valencia,9.0,0
2025,Ciudad Real,3.0,0
2021,Valencia,9.0,0
2021,Teruel,,0
2025,Cádiz,8.0,0
2024,Orense,5.0,0
2024,Toledo,8.0,0
2025,Murcia,7.0,0
2025,Castellón,1.0,0
2020,Badajoz,8.0,0
2023,Huelva,3.0,0
2023,Lleida,3.0,0
2019,Huelva,5.0,0
2024,Castellón,,0
2022,Cuenca,5.0,0
2022,Cantabria,9.0,0
2025,Álava,8.0,0
2025,Granada,5.0,0
2022,Zamora,1.0,0
2024,Lleida,,0
2021,Melilla,10.0,0
2020,Castellón,10.0,0
2024,Segovia,,0
2021,Lleida,5.0,0
2023,León,10.0,0
2020,Ciudad Real,7.0,0
2025,Melilla,5.0,0
2023,Palencia,8.0,0
2021,Albacete,10.0,0
